-183.668, 77.960, 1.736,  1.765
-183.664, 77.902, 1.741,  1.798
-183.660, 77.844, 1.747,  1.831
-183.655, 77.786, 1.752,  1.864
-183.651, 77.727, 1.758,  1.897
-183.647, 77.669, 1.764,  1.930
-183.642, 77.610, 1.770,  1.963
-183.638, 77.551, 1.775,  1.996
-183.633, 77.492, 1.781,  2.029
-183.629, 77.433, 1.787,  2.062
-183.624, 77.373, 1.793,  2.095
-183.619, 77.313, 1.799,  2.128
-183.615, 77.253, 1.805,  2.161
-183.610, 77.193, 1.811,  2.194
-183.605, 77.133, 1.817,  2.227
-183.600, 77.072, 1.822,  2.260
-183.595, 77.012, 1.828,  2.293
-183.591, 76.951, 1.834,  2.326
-183.586, 76.890, 1.840,  2.359
-183.581, 76.828, 1.846,  2.392
-183.576, 76.767, 1.852,  2.425
-183.571, 76.705, 1.858,  2.458
-183.566, 76.643, 1.864,  2.491
-183.561, 76.581, 1.871,  2.524
-183.556, 76.519, 1.877,  2.557
-183.550, 76.457, 1.883,  2.590
-183.545, 76.394, 1.889,  2.623
-183.540, 76.331, 1.895,  2.656
-183.535, 76.268, 1.901,  2.689
-183.529, 76.205, 1.907,  2.722
-183.524, 76.141, 1.913,  2.755
-183.518, 76.077, 1.919,  2.788
-183.513, 76.013, 1.926,  2.821
-183.508, 75.949, 1.932,  2.854
-183.502, 75.885, 1.938,  2.887
-183.497, 75.820, 1.944,  2.920
-183.491, 75.756, 1.951,  2.953
-183.486, 75.691, 1.957,  2.986
-183.480, 75.626, 1.963,  3.019
-183.475, 75.560, 1.970,  3.052
-183.469, 75.495, 1.976,  3.085
-183.463, 75.429, 1.982,  3.118
-183.458, 75.363, 1.989,  3.151
-183.452, 75.297, 1.995,  3.184
-183.446, 75.230, 2.002,  3.217
-183.440, 75.164, 2.008,  3.250
-183.434, 75.097, 2.015,  3.283
-183.428, 75.030, 2.021,  3.316
-183.423, 74.963, 2.028,  3.349
-183.417, 74.895, 2.034,  3.382
-183.411, 74.827, 2.041,  3.415
-183.405, 74.759, 2.048,  3.448
-183.399, 74.691, 2.054,  3.481
-183.393, 74.623, 2.061,  3.514
-183.387, 74.554, 2.068,  3.547
-183.381, 74.485, 2.074,  3.580
-183.375, 74.416, 2.081,  3.613
-183.369, 74.347, 2.088,  3.646
-183.363, 74.278, 2.095,  3.679
-183.357, 74.208, 2.102,  3.712
-183.350, 74.138, 2.108,  3.745
-183.344, 74.068, 2.115,  3.778
-183.338, 73.997, 2.122,  3.811
-183.332, 73.927, 2.129,  3.844
-183.325, 73.856, 2.136,  3.877
-183.319, 73.785, 2.143,  3.910
-183.313, 73.713, 2.150,  3.943
-183.307, 73.642, 2.157,  3.976
-183.300, 73.570, 2.164,  4.009
-183.294, 73.498, 2.171,  4.042
-183.288, 73.426, 2.178,  4.075
-183.281, 73.353, 2.185,  4.108
-183.275, 73.280, 2.192,  4.141
-183.269, 73.207, 2.199,  4.174
-183.262, 73.134, 2.207,  4.207
-183.256, 73.061, 2.214,  4.240
-183.249, 72.987, 2.221,  4.273
-183.243, 72.913, 2.228,  4.306
-183.236, 72.839, 2.236,  4.339
-183.230, 72.765, 2.243,  4.372
-183.223, 72.690, 2.250,  4.405
-183.217, 72.615, 2.258,  4.438
-183.210, 72.540, 2.265,  4.471
-183.204, 72.464, 2.272,  4.504
-183.197, 72.389, 2.280,  4.537
-183.191, 72.313, 2.287,  4.570
-183.184, 72.237, 2.295,  4.603
-183.177, 72.160, 2.302,  4.636
-183.171, 72.084, 2.310,  4.669
-183.164, 72.007, 2.317,  4.702
-183.157, 71.930, 2.325,  4.735
-183.151, 71.852, 2.332,  4.768
-183.144, 71.775, 2.340,  4.801
-183.137, 71.697, 2.347,  4.834
-183.131, 71.619, 2.355,  4.867
-183.124, 71.540, 2.362,  4.900
-183.117, 71.461, 2.370,  4.933
-183.111, 71.383, 2.378,  4.966
-183.104, 71.303, 2.386,  4.999
-183.097, 71.224, 2.393,  5.032
-183.091, 71.144, 2.401,  5.065
-183.084, 71.064, 2.409,  5.098
-183.077, 70.984, 2.417,  5.131
-183.070, 70.904, 2.425,  5.164
-183.063, 70.823, 2.433,  5.197
-183.057, 70.742, 2.440,  5.230
-183.050, 70.661, 2.448,  5.263
-183.043, 70.579, 2.456,  5.296
-183.037, 70.497, 2.464,  5.329
-183.030, 70.415, 2.472,  5.362
-183.023, 70.333, 2.480,  5.395
-183.016, 70.250, 2.489,  5.428
-183.009, 70.167, 2.497,  5.461
-183.003, 70.084, 2.505,  5.494
-182.996, 70.001, 2.513,  5.527
-182.989, 69.917, 2.521,  5.560
-182.982, 69.833, 2.529,  5.593
-182.975, 69.749, 2.538,  5.626
-182.968, 69.664, 2.546,  5.659
-182.962, 69.580, 2.554,  5.692
-182.955, 69.494, 2.563,  5.725
-182.948, 69.409, 2.571,  5.758
-182.941, 69.323, 2.580,  5.791
-182.934, 69.238, 2.588,  5.824
-182.928, 69.151, 2.596,  5.857
-182.921, 69.065, 2.605,  5.890
-182.914, 68.978, 2.614,  5.923
-182.907, 68.891, 2.622,  5.956
-182.900, 68.804, 2.631,  5.989
-182.893, 68.716, 2.639,  6.022
-182.887, 68.628, 2.648,  6.055
-182.880, 68.540, 2.656,  6.088
-182.873, 68.451, 2.665,  6.121
-182.866, 68.363, 2.674,  6.154
-182.859, 68.273, 2.682,  6.187
-182.853, 68.184, 2.691,  6.220
-182.846, 68.094, 2.700,  6.253
-182.839, 68.004, 2.709,  6.286
-182.832, 67.914, 2.718,  6.319
-182.825, 67.824, 2.727,  6.352
-182.818, 67.733, 2.736,  6.385
-182.812, 67.642, 2.745,  6.418
-182.805, 67.550, 2.754,  6.451
-182.798, 67.458, 2.763,  6.484
-182.791, 67.366, 2.772,  6.517
-182.785, 67.274, 2.781,  6.550
-182.778, 67.181, 2.791,  6.583
-182.771, 67.088, 2.800,  6.616
-182.764, 66.995, 2.809,  6.649
-182.757, 66.901, 2.818,  6.682
-182.751, 66.807, 2.828,  6.715
-182.744, 66.713, 2.837,  6.748
-182.737, 66.618, 2.847,  6.781
-182.730, 66.524, 2.856,  6.814
-182.723, 66.428, 2.866,  6.847
-182.717, 66.333, 2.875,  6.880
-182.710, 66.237, 2.885,  6.913
-182.703, 66.141, 2.894,  6.946
-182.696, 66.044, 2.904,  6.979
-182.689, 65.948, 2.913,  7.012
-182.682, 65.850, 2.923,  7.045
-182.675, 65.753, 2.933,  7.078
-182.669, 65.655, 2.943,  7.111
-182.662, 65.557, 2.952,  7.144
-182.655, 65.459, 2.962,  7.177
-182.648, 65.360, 2.972,  7.210
-182.641, 65.261, 2.982,  7.243
-182.635, 65.161, 2.992,  7.276
-182.628, 65.062, 3.002,  7.309
-182.621, 64.962, 3.012,  7.342
-182.614, 64.861, 3.022,  7.375
-182.607, 64.760, 3.032,  7.408
-182.601, 64.659, 3.042,  7.441
-182.594, 64.558, 3.052,  7.474
-182.587, 64.456, 3.062,  7.507
-182.580, 64.354, 3.072,  7.540
-182.574, 64.252, 3.083,  7.573
-182.567, 64.149, 3.093,  7.606
-182.560, 64.046, 3.103,  7.639
-182.553, 63.942, 3.113,  7.672
-182.547, 63.838, 3.124,  7.705
-182.540, 63.734, 3.134,  7.738
-182.533, 63.630, 3.145,  7.771
-182.527, 63.525, 3.155,  7.804
-182.520, 63.420, 3.166,  7.837
-182.513, 63.314, 3.176,  7.870
-182.507, 63.208, 3.187,  7.903
-182.500, 63.102, 3.197,  7.936
-182.494, 62.995, 3.208,  7.969
-182.487, 62.888, 3.219,  8.002
-182.480, 62.781, 3.229,  8.035
-182.474, 62.673, 3.240,  8.068
-182.467, 62.565, 3.251,  8.101
-182.461, 62.457, 3.262,  8.134
-182.454, 62.348, 3.273,  8.167
-182.448, 62.239, 3.284,  8.200
-182.441, 62.129, 3.294,  8.233
-182.435, 62.019, 3.305,  8.266
-182.428, 61.909, 3.316,  8.299
-182.422, 61.798, 3.327,  8.332
-182.415, 61.687, 3.339,  8.365
-182.409, 61.576, 3.350,  8.398
-182.402, 61.464, 3.361,  8.431
-182.396, 61.352, 3.372,  8.464
-182.389, 61.239, 3.383,  8.497
-182.383, 61.127, 3.394,  8.530
-182.377, 61.013, 3.406,  8.563
-182.370, 60.900, 3.417,  8.596
-182.364, 60.786, 3.428,  8.629
-182.358, 60.671, 3.440,  8.662
-182.351, 60.556, 3.451,  8.695
-182.345, 60.441, 3.463,  8.728
-182.339, 60.326, 3.474,  8.761
-182.333, 60.210, 3.486,  8.794
-182.326, 60.093, 3.498,  8.827
-182.320, 59.977, 3.509,  8.860
-182.314, 59.860, 3.521,  8.893
-182.308, 59.742, 3.533,  8.926
-182.302, 59.624, 3.545,  8.959
-182.295, 59.506, 3.556,  8.992
-182.289, 59.387, 3.568,  9.025
-182.283, 59.268, 3.580,  9.058
-182.277, 59.149, 3.592,  9.091
-182.271, 59.029, 3.604,  9.124
-182.265, 58.908, 3.616,  9.157
-182.259, 58.788, 3.628,  9.190
-182.253, 58.667, 3.640,  9.223
-182.247, 58.545, 3.653,  9.256
-182.241, 58.423, 3.665,  9.289
-182.235, 58.301, 3.677,  9.322
-182.229, 58.178, 3.689,  9.355
-182.223, 58.055, 3.702,  9.388
-182.218, 57.931, 3.714,  9.421
-182.212, 57.807, 3.726,  9.454
-182.206, 57.683, 3.739,  9.487
-182.200, 57.558, 3.751,  9.520
-182.194, 57.433, 3.764,  9.553
-182.188, 57.307, 3.776,  9.586
-182.183, 57.181, 3.789,  9.619
-182.177, 57.055, 3.801,  9.652
-182.171, 56.928, 3.814,  9.685
-182.165, 56.801, 3.827,  9.718
-182.160, 56.673, 3.840,  9.751
-182.154, 56.545, 3.852,  9.784
-182.148, 56.416, 3.865,  9.817
-182.143, 56.287, 3.878,  9.850
-182.137, 56.158, 3.891,  9.883
-182.132, 56.028, 3.904,  9.916
-182.126, 55.897, 3.917,  9.949
-182.120, 55.767, 3.930,  9.982
-182.115, 55.635, 3.943, 10.015
-182.109, 55.504, 3.955, 10.048
-182.104, 55.372, 3.968, 10.081
-182.099, 55.239, 3.981, 10.114
-182.093, 55.106, 3.994, 10.147
-182.088, 54.973, 4.007, 10.180
-182.082, 54.839, 4.020, 10.213
-182.077, 54.705, 4.033, 10.246
-182.072, 54.570, 4.046, 10.279
-182.066, 54.435, 4.059, 10.312
-182.061, 54.300, 4.072, 10.345
-182.056, 54.164, 4.085, 10.378
-182.051, 54.027, 4.098, 10.411
-182.045, 53.890, 4.111, 10.444
-182.040, 53.753, 4.124, 10.477
-182.035, 53.615, 4.138, 10.510
-182.030, 53.477, 4.151, 10.543
-182.025, 53.339, 4.164, 10.576
-182.020, 53.200, 4.178, 10.609
-182.015, 53.060, 4.192, 10.642
-182.010, 52.920, 4.205, 10.675
-182.004, 52.780, 4.219, 10.708
-182.000, 52.639, 4.233, 10.741
-181.995, 52.497, 4.246, 10.774
-181.990, 52.356, 4.260, 10.807
-181.985, 52.213, 4.274, 10.840
-181.980, 52.071, 4.288, 10.873
-181.975, 51.927, 4.302, 10.906
-181.970, 51.784, 4.316, 10.939
-181.965, 51.640, 4.331, 10.972
-181.960, 51.495, 4.345, 11.005
-181.956, 51.350, 4.359, 11.038
-181.951, 51.204, 4.374, 11.071
-181.946, 51.058, 4.388, 11.104
-181.941, 50.912, 4.403, 11.137
-181.937, 50.765, 4.417, 11.170
-181.932, 50.617, 4.432, 11.203
-181.927, 50.469, 4.446, 11.236
-181.923, 50.320, 4.461, 11.269
-181.918, 50.171, 4.476, 11.302
-181.914, 50.022, 4.490, 11.335
-181.909, 49.872, 4.505, 11.368
-181.904, 49.722, 4.520, 11.401
-181.900, 49.571, 4.535, 11.434
-181.895, 49.419, 4.550, 11.467
-181.891, 49.267, 4.565, 11.500
-181.887, 49.115, 4.580, 11.533
-181.882, 48.962, 4.595, 11.566
-181.878, 48.808, 4.610, 11.599
-181.873, 48.654, 4.626, 11.632
-181.869, 48.500, 4.641, 11.665
-181.865, 48.345, 4.656, 11.698
-181.860, 48.189, 4.672, 11.731
-181.856, 48.033, 4.687, 11.764
-181.852, 47.876, 4.702, 11.797
-181.848, 47.719, 4.718, 11.830
-181.843, 47.562, 4.734, 11.863
-181.839, 47.404, 4.749, 11.896
-181.835, 47.245, 4.765, 11.929
-181.831, 47.086, 4.781, 11.962
-181.827, 46.926, 4.797, 11.995
-181.823, 46.766, 4.813, 12.028
-181.819, 46.605, 4.829, 12.061
-181.815, 46.444, 4.845, 12.094
-181.811, 46.282, 4.861, 12.127
-181.807, 46.119, 4.877, 12.160
-181.803, 45.957, 4.893, 12.193
-181.799, 45.793, 4.909, 12.226
-181.795, 45.629, 4.925, 12.259
-181.791, 45.465, 4.942, 12.292
-181.787, 45.299, 4.958, 12.325
-181.783, 45.134, 4.975, 12.358
-181.779, 44.968, 4.991, 12.391
-181.776, 44.801, 5.008, 12.424
-181.772, 44.634, 5.025, 12.457
-181.768, 44.466, 5.041, 12.490
-181.764, 44.297, 5.058, 12.523
-181.761, 44.128, 5.075, 12.556
-181.757, 43.959, 5.091, 12.589
-181.753, 43.789, 5.107, 12.622
-181.750, 43.618, 5.118, 12.655
-181.746, 43.448, 5.116, 12.688
-181.742, 43.278, 5.101, 12.721
-181.739, 43.108, 5.087, 12.754
-181.735, 42.939, 5.076, 12.787
-181.732, 42.770, 5.070, 12.820
-181.729, 42.602, 5.068, 12.853
-181.725, 42.433, 5.072, 12.886
-181.722, 42.263, 5.080, 12.919
-181.718, 42.094, 5.093, 12.952
-181.715, 41.924, 5.111, 12.985
-181.712, 41.753, 5.133, 13.018
-181.709, 41.581, 5.160, 13.051
-181.705, 41.408, 5.191, 13.084
-181.702, 41.234, 5.226, 13.117
-181.699, 41.058, 5.263, 13.150
-181.695, 40.882, 5.303, 13.183
-181.692, 40.704, 5.345, 13.216
-181.689, 40.524, 5.387, 13.249
-181.686, 40.343, 5.430, 13.282
-181.682, 40.161, 5.472, 13.315
-181.679, 39.978, 5.513, 13.348
-181.676, 39.793, 5.553, 13.381
-181.673, 39.607, 5.590, 13.414
-181.670, 39.419, 5.624, 13.447
-181.666, 39.231, 5.656, 13.480
-181.663, 39.042, 5.685, 13.513
-181.660, 38.852, 5.711, 13.546
-181.657, 38.661, 5.734, 13.579
-181.654, 38.469, 5.754, 13.612
-181.651, 38.277, 5.772, 13.645
-181.648, 38.084, 5.787, 13.678
-181.645, 37.891, 5.801, 13.711
-181.642, 37.698, 5.813, 13.744
-181.639, 37.504, 5.824, 13.777
-181.636, 37.309, 5.833, 13.810
-181.633, 37.115, 5.842, 13.843
-181.630, 36.920, 5.850, 13.876
-181.627, 36.725, 5.859, 13.909
-181.624, 36.529, 5.867, 13.942
-181.621, 36.334, 5.876, 13.975
-181.618, 36.138, 5.886, 14.008
-181.615, 35.941, 5.897, 14.041
-181.613, 35.744, 5.908, 14.074
-181.610, 35.547, 5.921, 14.107
-181.607, 35.349, 5.935, 14.140
-181.604, 35.151, 5.950, 14.173
-181.602, 34.952, 5.967, 14.206
-181.599, 34.753, 5.985, 14.239
-181.596, 34.553, 6.004, 14.272
-181.594, 34.352, 6.025, 14.305
-181.591, 34.151, 6.047, 14.338
-181.588, 33.948, 6.070, 14.371
-181.586, 33.745, 6.094, 14.404
-181.583, 33.541, 6.119, 14.437
-181.580, 33.337, 6.144, 14.470
-181.578, 33.131, 6.170, 14.503
-181.575, 32.925, 6.196, 14.536
-181.573, 32.717, 6.222, 14.569
-181.570, 32.509, 6.248, 14.602
-181.568, 32.300, 6.274, 14.635
-181.565, 32.090, 6.299, 14.668
-181.563, 31.880, 6.324, 14.701
-181.560, 31.668, 6.349, 14.734
-181.558, 31.456, 6.373, 14.767
-181.555, 31.243, 6.396, 14.800
-181.553, 31.029, 6.419, 14.833
-181.551, 30.815, 6.441, 14.866
-181.548, 30.599, 6.462, 14.899
-181.546, 30.383, 6.483, 14.932
-181.544, 30.167, 6.503, 14.965
-181.541, 29.949, 6.523, 14.998
-181.539, 29.731, 6.543, 15.031
-181.537, 29.513, 6.562, 15.064
-181.534, 29.294, 6.582, 15.097
-181.532, 29.074, 6.601, 15.130
-181.530, 28.853, 6.620, 15.163
-181.528, 28.632, 6.640, 15.196
-181.526, 28.410, 6.660, 15.229
-181.523, 28.188, 6.680, 15.262
-181.521, 27.964, 6.700, 15.295
-181.519, 27.740, 6.721, 15.328
-181.517, 27.516, 6.742, 15.361
-181.515, 27.290, 6.764, 15.394
-181.513, 27.064, 6.786, 15.427
-181.511, 26.838, 6.808, 15.460
-181.509, 26.610, 6.831, 15.493
-181.507, 26.382, 6.853, 15.526
-181.504, 26.153, 6.876, 15.559
-181.502, 25.923, 6.899, 15.592
-181.500, 25.692, 6.923, 15.625
-181.498, 25.461, 6.946, 15.658
-181.496, 25.229, 6.969, 15.691
-181.494, 24.996, 6.993, 15.724
-181.493, 24.762, 7.017, 15.757
-181.491, 24.527, 7.040, 15.790
-181.489, 24.292, 7.064, 15.823
-181.487, 24.056, 7.088, 15.856
-181.485, 23.819, 7.111, 15.889
-181.483, 23.581, 7.135, 15.922
-181.481, 23.343, 7.159, 15.955
-181.479, 23.104, 7.183, 15.988
-181.477, 22.864, 7.207, 16.021
-181.475, 22.623, 7.231, 16.054
-181.474, 22.381, 7.255, 16.087
-181.472, 22.139, 7.279, 16.120
-181.470, 21.895, 7.303, 16.153
-181.468, 21.651, 7.327, 16.186
-181.466, 21.406, 7.351, 16.219
-181.464, 21.161, 7.375, 16.252
-181.463, 20.914, 7.400, 16.285
-181.461, 20.667, 7.424, 16.318
-181.459, 20.419, 7.449, 16.351
-181.457, 20.170, 7.473, 16.384
-181.456, 19.920, 7.498, 16.417
-181.454, 19.670, 7.523, 16.450
-181.452, 19.418, 7.547, 16.483
-181.451, 19.166, 7.572, 16.516
-181.449, 18.913, 7.597, 16.549
-181.447, 18.659, 7.622, 16.582
-181.445, 18.404, 7.646, 16.615
-181.444, 18.149, 7.671, 16.648
-181.442, 17.893, 7.696, 16.681
-181.440, 17.635, 7.721, 16.714
-181.439, 17.377, 7.746, 16.747
-181.437, 17.118, 7.772, 16.780
-181.436, 16.859, 7.797, 16.813
-181.434, 16.598, 7.823, 16.846
-181.432, 16.337, 7.848, 16.879
-181.431, 16.075, 7.874, 16.912
-181.429, 15.811, 7.900, 16.945
-181.428, 15.547, 7.926, 16.978
-181.426, 15.283, 7.953, 17.011
-181.424, 15.017, 7.979, 17.044
-181.423, 14.750, 8.006, 17.077
-181.421, 14.483, 8.033, 17.110
-181.420, 14.214, 8.060, 17.143
-181.418, 13.945, 8.087, 17.176
-181.417, 13.675, 8.114, 17.209
-181.415, 13.403, 8.141, 17.242
-181.414, 13.131, 8.169, 17.275
-181.412, 12.858, 8.196, 17.308
-181.411, 12.584, 8.224, 17.341
-181.409, 12.310, 8.252, 17.374
-181.408, 12.034, 8.279, 17.407
-181.406, 11.757, 8.307, 17.440
-181.405, 11.480, 8.335, 17.473
-181.403, 11.201, 8.363, 17.506
-181.402, 10.922, 8.391, 17.539
-181.400, 10.641, 8.419, 17.572
-181.399, 10.360, 8.448, 17.605
-181.397, 10.077, 8.476, 17.638
-181.396, 9.794, 8.504, 17.671
-181.394, 9.510, 8.533, 17.704
-181.393, 9.225, 8.561, 17.737
-181.392, 8.939, 8.590, 17.770
-181.390, 8.652, 8.619, 17.803
-181.389, 8.364, 8.647, 17.836
-181.387, 8.075, 8.676, 17.869
-181.386, 7.785, 8.705, 17.902
-181.384, 7.494, 8.734, 17.935
-181.383, 7.202, 8.763, 17.968
-181.382, 6.909, 8.792, 18.001
-181.380, 6.615, 8.822, 18.034
-181.379, 6.321, 8.851, 18.067
-181.377, 6.025, 8.880, 18.100
-181.376, 5.728, 8.910, 18.133
-181.375, 5.430, 8.940, 18.166
-181.373, 5.132, 8.970, 18.199
-181.372, 4.832, 9.000, 18.232
-181.370, 4.531, 9.030, 18.265
-181.369, 4.229, 9.060, 18.298
-181.368, 3.927, 9.090, 18.331
-181.366, 3.623, 9.121, 18.364
-181.365, 3.318, 9.151, 18.397
-181.364, 3.012, 9.182, 18.430
-181.362, 2.705, 9.213, 18.463
-181.361, 2.397, 9.243, 18.496
-181.360, 2.089, 9.274, 18.529
-181.358, 1.779, 9.305, 18.562
-181.357, 1.468, 9.337, 18.595
-181.355, 1.156, 9.368, 18.628
-181.354, 0.843, 9.399, 18.661
-181.353, 0.528, 9.431, 18.694
-181.351, 0.213, 9.462, 18.727
-181.350, -0.103, 9.494, 18.760
-181.349, -0.420, 9.526, 18.793
-181.347, -0.739, 9.558, 18.826
-181.346, -1.058, 9.590, 18.859
-181.344, -1.378, 9.622, 18.892
-181.343, -1.700, 9.654, 18.925
-181.342, -2.023, 9.686, 18.958
-181.340, -2.346, 9.719, 18.991
-181.339, -2.671, 9.751, 19.024
-181.338, -2.997, 9.784, 19.057
-181.336, -3.324, 9.816, 19.090
-181.335, -3.652, 9.849, 19.123
-181.334, -3.981, 9.882, 19.156
-181.332, -4.311, 9.915, 19.189
-181.331, -4.643, 9.948, 19.222
-181.329, -4.975, 9.982, 19.255
-181.328, -5.309, 10.015, 19.288
-181.327, -5.643, 10.048, 19.321
-181.325, -5.979, 10.082, 19.354
-181.324, -6.316, 10.116, 19.387
-181.322, -6.654, 10.150, 19.420
-181.321, -6.993, 10.183, 19.453
-181.320, -7.334, 10.218, 19.486
-181.318, -7.675, 10.252, 19.519
-181.317, -8.018, 10.286, 19.552
-181.315, -8.361, 10.320, 19.585
-181.314, -8.706, 10.355, 19.618
-181.313, -9.052, 10.390, 19.651
-181.311, -9.399, 10.424, 19.684
-181.310, -9.748, 10.459, 19.717
-181.308, -10.097, 10.494, 19.750
-181.307, -10.448, 10.529, 19.783
-181.305, -10.800, 10.564, 19.816
-181.304, -11.153, 10.600, 19.849
-181.302, -11.507, 10.635, 19.882
-181.301, -11.863, 10.671, 19.915
-181.300, -12.219, 10.707, 19.948
-181.298, -12.577, 10.742, 19.981
-181.297, -12.936, 10.778, 20.014
-181.295, -13.296, 10.815, 20.047
-181.294, -13.658, 10.851, 20.080
-181.292, -14.020, 10.887, 20.113
-181.291, -14.384, 10.923, 20.146
-181.289, -14.749, 10.960, 20.179
-181.288, -15.115, 10.997, 20.212
-181.286, -15.483, 11.033, 20.245
-181.285, -15.852, 11.070, 20.278
-181.283, -16.222, 11.107, 20.311
-181.282, -16.593, 11.145, 20.344
-181.280, -16.965, 11.182, 20.377
-181.278, -17.339, 11.219, 20.410
-181.277, -17.714, 11.257, 20.443
-181.275, -18.090, 11.294, 20.476
-181.274, -18.467, 11.332, 20.509
-181.272, -18.846, 11.370, 20.542
-181.271, -19.226, 11.408, 20.575
-181.269, -19.607, 11.446, 20.608
-181.267, -19.990, 11.485, 20.641
-181.266, -20.374, 11.523, 20.674
-181.264, -20.759, 11.562, 20.707
-181.262, -21.145, 11.601, 20.740
-181.261, -21.533, 11.640, 20.773
-181.259, -21.922, 11.680, 20.806
-181.258, -22.312, 11.719, 20.839
-181.256, -22.704, 11.759, 20.872
-181.254, -23.097, 11.799, 20.905
-181.252, -23.491, 11.839, 20.938
-181.251, -23.887, 11.879, 20.971
-181.249, -24.284, 11.920, 21.004
-181.247, -24.682, 11.960, 21.037
-181.246, -25.082, 12.001, 21.070
-181.244, -25.483, 12.042, 21.103
-181.242, -25.885, 12.083, 21.136
-181.240, -26.289, 12.124, 21.169
-181.239, -26.694, 12.165, 21.202
-181.237, -27.101, 12.207, 21.235
-181.235, -27.509, 12.248, 21.268
-181.233, -27.918, 12.290, 21.301
-181.231, -28.329, 12.331, 21.334
-181.230, -28.741, 12.373, 21.367
-181.228, -29.154, 12.415, 21.400
-181.226, -29.569, 12.457, 21.433
-181.224, -29.986, 12.498, 21.466
-181.222, -30.403, 12.540, 21.499
-181.220, -30.822, 12.583, 21.532
-181.218, -31.243, 12.625, 21.565
-181.216, -31.665, 12.667, 21.598
-181.214, -32.088, 12.709, 21.631
-181.213, -32.513, 12.752, 21.664
-181.211, -32.939, 12.795, 21.697
-181.209, -33.367, 12.837, 21.730
-181.207, -33.796, 12.880, 21.763
-181.205, -34.226, 12.923, 21.796
-181.203, -34.658, 12.967, 21.829
-181.201, -35.091, 13.010, 21.862
-181.199, -35.526, 13.053, 21.895
-181.197, -35.962, 13.097, 21.928
-181.195, -36.400, 13.141, 21.961
-181.192, -36.839, 13.185, 21.994
-181.190, -37.280, 13.229, 22.027
-181.188, -37.722, 13.273, 22.060
-181.186, -38.165, 13.318, 22.093
-181.184, -38.610, 13.363, 22.126
-181.182, -39.057, 13.408, 22.159
-181.180, -39.505, 13.453, 22.192
-181.178, -39.955, 13.498, 22.225
-181.175, -40.406, 13.543, 22.258
-181.173, -40.858, 13.589, 22.291
-181.171, -41.312, 13.635, 22.324
-181.169, -41.768, 13.680, 22.357
-181.166, -42.225, 13.727, 22.390
-181.164, -42.684, 13.773, 22.423
-181.162, -43.144, 13.819, 22.456
-181.160, -43.606, 13.865, 22.489
-181.157, -44.069, 13.912, 22.522
-181.155, -44.534, 13.959, 22.555
-181.153, -45.001, 14.006, 22.588
-181.150, -45.469, 14.053, 22.621
-181.148, -45.938, 14.100, 22.654
-181.146, -46.410, 14.147, 22.687
-181.143, -46.882, 14.195, 22.720
-181.141, -47.357, 14.242, 22.753
-181.138, -47.833, 14.290, 22.786
-181.136, -48.310, 14.338, 22.819
-181.133, -48.789, 14.386, 22.852
-181.131, -49.270, 14.434, 22.885
-181.128, -49.753, 14.482, 22.918
-181.126, -50.236, 14.530, 22.951
-181.123, -50.722, 14.579, 22.984
-181.121, -51.209, 14.628, 23.017
-181.118, -51.698, 14.677, 23.050
